item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Regular,FDS44,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.156927,12.65,238.3538,4.2
Regular,FDG08,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.0,13.15,171.9764,4.2
Regular,FDT55,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.043902,13.6,157.0946,4.2
Regular,FDC21,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.043202,14.6,110.1254,4.2
Regular,FDV19,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.035456,14.85,162.2578,4.2
Regular,FDO19,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.0,17.7,46.8034,4.2
Regular,FDT32,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.066005,19.0,188.4214,4.2
Regular,FDJ57,Seafood,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.021696,7.42,185.3582,4.2
Regular,FDF34,Snack Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.014099,9.3,197.7084,4.2
Regular,FDO21,Snack Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.009818,11.6,223.1404,4.2
Regular,FDA09,Snack Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.150211,13.35,179.066,4.2
Regular,FDN34,Snack Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.046023,15.6,169.2132,4.2
Regular,FDR34,Snack Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.016056,17.0,228.4352,4.2
Regular,DRM49,Soft Drinks,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.152814,6.11,45.6086,4.2
Low Fat,DRG36,Soft Drinks,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.095572,14.15,171.0106,4.2
Low Fat,DRF27,Dairy,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.028578,8.93,152.234,4.2
Regular,FDI07,Meat,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.033829,12.35,196.9426,4.2
Regular,FDD47,Starchy Foods,2015.0,OUT045,Tier 2,Medium,Supermarket Type1,0.1427,7.6,171.7448,4.2
Regular,FDN51,Meat,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.021065,17.85,261.5936,4.2
Regular,FDT10,Snack Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.062395,16.7,57.6562,4.2
Low Fat,FDT20,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.041388,10.5,40.1164,4.2
Low Fat,NCF30,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.12622,17.0,126.7362,4.2
Low Fat,NCO06,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.10801,19.25,33.3558,4.2
Low Fat,NCO42,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.024651,21.25,146.0102,4.2
Low Fat,FDF33,Seafood,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.021531,7.97,108.4596,4.2
Low Fat,FDW23,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.081997,5.765,40.1164,4.2
Low Fat,FDP23,Breads,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.03558,6.71,217.5166,4.2
Low Fat,FDP25,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.021204,15.2,216.3824,4.2
Low Fat,FDD50,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.141615,18.85,169.0132,4.2
Low Fat,FDZ15,Dairy,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.0,13.1,117.8782,4.2
Low Fat,FDC53,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.008834,8.68,100.0384,4.2
Low Fat,FDD29,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.018407,12.15,254.7698,4.2
Low Fat,FDI52,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.104658,18.7,121.2072,4.2
Low Fat,FDA31,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.109991,7.1,172.908,4.2
Low Fat,FDH08,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.017426,7.51,227.901,4.2
Low Fat,FDI45,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.037574,13.1,174.2054,4.2
Low Fat,FDL56,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.125757,14.1,87.1198,4.2
Low Fat,FDD57,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.022395,18.1,96.5094,4.2
Low Fat,FDC32,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.09909,18.35,94.0462,4.2
Low Fat,FDW20,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.024145,20.75,123.373,4.2
Low Fat,DRI11,Hard Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.034398,8.26,115.7834,4.2
Low Fat,DRG23,Hard Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.086765,8.88,153.8682,4.2
Low Fat,NCL29,Health and Hygiene,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.113918,9.695,158.2604,4.2
Low Fat,NCQ41,Health and Hygiene,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.019477,14.8,193.0794,4.2
Low Fat,NCF43,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.051936,8.51,142.947,4.2
Low Fat,NCC55,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.063751,10.695,36.7848,4.2
Low Fat,NCG07,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.052492,12.3,191.053,4.2
Low Fat,NCK30,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.060967,14.85,254.3698,4.2
Low Fat,NCC07,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.023947,19.6,106.9964,4.2
Low Fat,NCJ06,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.034646,20.1,120.6782,4.2
Low Fat,FDG31,Meat,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.037889,12.15,64.7826,4.2
Low Fat,FDY51,Meat,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.081119,12.5,220.0798,4.2
Low Fat,NCN19,Others,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.012097,13.1,188.853,4.2
Low Fat,NCN07,Others,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.033938,18.5,132.5284,4.2
Low Fat,FDK45,Seafood,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.033852,11.65,112.186,4.2
Low Fat,FDQ46,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.103793,7.51,110.1544,4.2
Low Fat,FDB22,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.11142,8.02,154.3998,4.2
Low Fat,FDW34,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.0,9.6,244.817,4.2
Low Fat,FDK34,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.038519,13.35,236.8564,4.2
Low Fat,FDM10,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.075957,18.25,214.1218,4.2
Low Fat,FDU34,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.075181,18.25,126.2046,4.2
Low Fat,FDN21,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.076841,18.6,162.2236,4.2
Low Fat,FDJ22,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.0528,18.75,193.2504,4.2
Low Fat,FDA10,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.141789,20.35,121.9072,4.2
Low Fat,DRG25,Soft Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.019046,10.5,188.424,4.2
Low Fat,FDF35,Starchy Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.15396,15.0,105.9938,4.2
Regular,FDP12,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.045258,9.8,35.9874,4.2
Regular,FDF24,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.025366,15.5,82.7934,4.2
Regular,FDB37,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.022936,20.25,240.8538,4.2
Regular,FDQ59,Breads,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.056376,9.8,84.6908,4.2
Regular,FDS59,Breads,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.043885,14.8,108.757,4.2
Regular,FDT50,Dairy,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.108219,6.75,96.3752,4.2
Regular,FDT14,Dairy,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.127703,10.695,120.444,4.2
Regular,FDY15,Dairy,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.170796,18.25,154.463,4.2
Regular,FDE41,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.064002,9.195,85.5566,4.2
Regular,FDE28,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.132522,9.5,228.6668,4.2
Regular,FDR52,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.07603,12.65,189.0846,4.2
Regular,FDX04,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.041564,19.6,47.6376,4.2
Regular,FDF44,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.059717,7.17,130.9968,4.2
Regular,FDF21,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.0,10.3,191.153,4.2
Regular,FDJ44,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.106307,12.3,174.9396,4.2
Regular,FDW55,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.0,12.6,248.8092,4.2
Regular,FDG56,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.071439,13.3,61.0536,4.2
Regular,FDF08,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.065195,14.3,88.9856,4.2
Regular,FDI08,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.066285,18.2,247.2092,4.2
Regular,FDS45,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.02949,5.175,107.6622,4.2
Regular,FDL58,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.074135,5.78,264.0568,4.2
Regular,FDK10,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.040351,5.785,181.366,4.2
Regular,FDK58,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.0,11.35,103.0016,4.2
Regular,FDA09,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.149338,13.35,178.666,4.2
Regular,FDN34,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.045756,15.6,167.1132,4.2
Regular,FDL21,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.007145,15.85,41.048,4.2
Low Fat,NCU53,Health and Hygiene,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.042744,5.485,166.2842,4.2
Regular,FDU19,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.046763,8.77,170.8422,4.2
Regular,FDM08,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.053574,10.1,223.7088,4.2
Regular,FDS34,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.076745,19.35,113.4518,4.2
Low Fat,FDP24,Baking Goods,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.138932,20.6,119.5756,4.2
Low Fat,FDV59,Breads,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.080387,13.35,219.2166,4.2
Low Fat,FDT13,Canned,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.0,14.85,187.7214,4.2
Low Fat,FDX37,Canned,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.105498,16.2,101.47,4.2
Low Fat,FDR26,Dairy,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.0717,20.7,177.6028,4.2
Low Fat,FDF16,Frozen Foods,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.144168,7.3,146.3076,4.2
Low Fat,FDC53,Frozen Foods,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.014789,8.68,97.7384,4.2
Low Fat,FDF52,Frozen Foods,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.111782,9.3,182.3292,4.2
Low Fat,FDP16,Frozen Foods,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.065772,18.6,245.7802,4.2
Low Fat,FDM32,Fruits and Vegetables,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.0,20.5,90.883,4.2
Low Fat,DRI47,Hard Drinks,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.035016,14.7,144.3128,4.2
Low Fat,DRM23,Hard Drinks,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.22719,16.6,173.9422,4.2
Low Fat,NCV29,Health and Hygiene,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.038235,11.8,177.5686,4.2
Low Fat,NCB06,Health and Hygiene,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.137807,17.6,161.792,4.2
Low Fat,NCK05,Health and Hygiene,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.0,20.1,61.3536,4.2
Low Fat,NCM06,Household,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.126753,7.475,154.2656,4.2
Low Fat,NCE07,Household,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.021977,8.18,140.6154,4.2
Low Fat,NCB30,Household,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.043022,14.6,196.9084,4.2
Low Fat,NCK30,Household,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.102066,14.85,254.2698,4.2
Low Fat,NCG18,Household,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.03846,15.3,104.0332,4.2
Low Fat,NCC18,Household,2011.0,OUT010,Tier 3,High,Grocery Store,0.296714,19.1,171.8422,4.2
Low Fat,NCO55,Others,2011.0,OUT010,Tier 3,High,Grocery Store,0.152378,12.8,108.1938,4.2
Low Fat,FDD46,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.236434,6.035,155.5998,4.2
Low Fat,FDV21,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.286358,11.5,123.9704,4.2
Low Fat,FDC47,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.198999,15.0,226.5694,4.2
Low Fat,FDK09,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.153593,15.2,228.0352,4.2
Low Fat,FDY09,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.04218,15.6,174.7054,4.2
Low Fat,DRN37,Soft Drinks,2011.0,OUT010,Tier 3,High,Grocery Store,0.161182,9.6,165.3158,4.2
Regular,FDI60,Baking Goods,2011.0,OUT010,Tier 3,High,Grocery Store,0.064142,7.22,61.251,4.2
Regular,FDX48,Baking Goods,2011.0,OUT010,Tier 3,High,Grocery Store,0.063417,17.75,154.6656,4.2
Regular,FDY35,Breads,2011.0,OUT010,Tier 3,High,Grocery Store,0.026827,17.6,47.8402,4.2
Regular,FDQ25,Canned,2011.0,OUT010,Tier 3,High,Grocery Store,0.047329,8.63,174.1422,4.2
Regular,FDL38,Canned,2011.0,OUT010,Tier 3,High,Grocery Store,0.02466,13.8,87.4172,4.2
Regular,FDZ02,Dairy,2011.0,OUT010,Tier 3,High,Grocery Store,0.063851,6.905,97.2726,4.2
Regular,FDZ28,Frozen Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.086188,20.0,125.4678,4.2
Regular,FDY08,Fruits and Vegetables,2011.0,OUT010,Tier 3,High,Grocery Store,0.286345,9.395,139.1838,4.2
Regular,FDH56,Fruits and Vegetables,2011.0,OUT010,Tier 3,High,Grocery Store,0.106817,9.8,114.2492,4.2
Regular,FDX32,Fruits and Vegetables,2011.0,OUT010,Tier 3,High,Grocery Store,0.0,15.1,146.2786,4.2
Regular,FDG09,Fruits and Vegetables,2011.0,OUT010,Tier 3,High,Grocery Store,0.080236,20.6,188.9556,4.2
Regular,FDG10,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.01831,6.63,57.7588,4.2
Regular,FDM58,Snack Foods,2011.0,OUT010,Tier 3,Small,Grocery Store,0.133385,16.85,109.8544,4.2
Regular,FDE11,Starchy Foods,2011.0,OUT010,Tier 3,Small,Grocery Store,0.226123,17.7,185.7924,4.2
Low Fat,FDT08,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.049178,13.65,151.805,4.2
Low Fat,NCQ50,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.034279,18.75,214.1218,4.2
Low Fat,FDP27,Meat,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.119351,8.155,190.153,4.2
Low Fat,FDN12,Baking Goods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.081036,15.6,112.3544,4.2
Low Fat,FDS35,Breads,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.111128,9.3,63.1826,4.2
Low Fat,FDB51,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.038422,6.92,62.5852,4.2
Low Fat,DRD15,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.056749,10.6,233.6642,4.2
Low Fat,FDU38,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.082481,10.8,191.6504,4.2
Low Fat,FDX50,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.074565,20.1,111.3228,4.2
Low Fat,FDZ52,Frozen Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.099991,19.2,112.7886,4.2
Low Fat,FDA20,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.066566,6.78,185.324,4.2
Low Fat,FDV08,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.028571,7.35,40.8454,4.2
Low Fat,FDT20,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.041361,10.5,39.5164,4.2
Low Fat,FDX19,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.096653,19.1,235.1958,4.2
Low Fat,DRJ11,Hard Drinks,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.08502,9.5,188.7872,4.2
Low Fat,NCR53,Health and Hygiene,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.14492,12.15,224.4404,4.2
Low Fat,NCS53,Health and Hygiene,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.089703,14.5,158.3604,4.2
Low Fat,NCC54,Health and Hygiene,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.09763,17.75,240.4196,4.2
Low Fat,NCK05,Health and Hygiene,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.07739,20.1,60.8536,4.2
Low Fat,NCF42,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.167244,17.35,176.2712,4.2
Low Fat,NCM54,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.050897,17.7,125.5678,4.2
Low Fat,NCO06,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.107941,19.25,35.5558,4.2
Low Fat,NCR30,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.070934,20.6,74.8696,4.2
Low Fat,FDS39,Meat,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.022442,6.895,143.8812,4.2
Low Fat,FDV03,Meat,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.058043,17.6,154.6314,4.2
Low Fat,FDQ34,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.162108,10.85,106.3622,4.2
Low Fat,FDI33,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.028395,16.5,91.7146,4.2
Low Fat,DRB01,Soft Drinks,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.082171,7.39,190.953,4.2
Low Fat,DRI01,Soft Drinks,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.034424,7.97,171.8422,4.2
Low Fat,DRH49,Soft Drinks,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.024635,19.7,84.1592,4.2
Regular,FDV48,Baking Goods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.051574,9.195,79.8644,4.2
Regular,FDT24,Baking Goods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.185705,12.35,77.1328,4.2
Regular,FDR12,Baking Goods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.031509,12.6,170.5764,4.2
Regular,FDS24,Baking Goods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.062173,20.85,90.2514,4.2
Regular,FDN25,Breakfast,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.061125,7.895,58.5588,4.2
Regular,FDL13,Breakfast,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.056272,13.85,232.23,4.2
Regular,FDQ49,Breakfast,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.039215,20.2,157.663,4.2
Regular,FDI50,Canned,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.030817,8.42,230.8352,4.2
Regular,FDH50,Canned,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.161301,15.0,185.1266,4.2
Regular,FDA52,Frozen Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.128315,16.2,178.137,4.2
Regular,FDS56,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.038725,5.785,263.9252,4.2
Regular,FDZ32,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.0,7.785,106.4964,4.2
Regular,FDD44,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.0,8.05,257.5646,4.2
Regular,FDY20,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.081685,12.5,92.3488,4.2
Regular,FDD32,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.040898,17.7,82.6276,4.2
Regular,FDO19,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.016583,17.7,50.5034,4.2
Regular,FDO39,Meat,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.137253,6.985,183.7608,4.2
Regular,FDS27,Meat,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.012448,10.195,197.611,4.2
Regular,FDT51,Meat,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.01091,11.65,110.8544,4.2
Regular,FDW15,Meat,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.055068,15.35,146.5734,4.2
Regular,FDN39,Meat,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.0,19.35,169.0816,4.2
Regular,FDG33,Seafood,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.140124,5.365,172.0764,4.2
Regular,FDS33,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.123326,6.67,90.2514,4.2
Regular,FDC22,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.136315,6.89,195.082,4.2
Regular,FDX33,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.117387,9.195,160.2578,4.2
Regular,FDU10,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.045654,10.1,35.6848,4.2
Regular,FDD10,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.045982,20.6,177.0344,4.2
Regular,FDC29,Frozen Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.024186,8.39,115.7176,4.2
Regular,FDB58,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.013485,10.5,140.0154,4.2
Regular,FDY57,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.121153,20.2,97.3752,4.2
Low Fat,FDA31,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.11046,7.1,172.108,4.2
Low Fat,FDZ12,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.103398,9.17,143.947,4.2
Low Fat,FDN48,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.065215,13.35,93.4804,4.2
Low Fat,FDO12,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.055154,15.75,195.5452,4.2
Low Fat,FDW13,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.098283,8.5,51.3324,4.2
Low Fat,FDC50,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.137054,15.85,94.4094,4.2
Low Fat,FDP26,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.140121,7.785,102.5306,4.2
Low Fat,FDA15,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.016088,9.3,249.6092,4.2
Low Fat,FDA16,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.03408,6.695,220.8456,4.2
Low Fat,FDJ52,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.017859,7.145,160.6578,4.2
Low Fat,FDF09,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.012198,6.215,37.4848,4.2
Low Fat,FDP07,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.090268,18.2,194.711,4.2
Low Fat,DRN35,Hard Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.070534,8.01,34.2532,4.2
Low Fat,DRM23,Hard Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.136286,16.6,171.4422,4.2
Low Fat,DRP35,Hard Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.091237,18.85,128.9336,4.2
Low Fat,NCZ53,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.024577,9.6,186.6214,4.2
Low Fat,NCR41,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.018097,17.85,96.9094,4.2
Low Fat,NCP18,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.028715,12.15,151.9708,4.2
Low Fat,NCG07,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.052716,12.3,189.653,4.2
Low Fat,NCA06,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,20.5,37.119,4.2
Low Fat,FDP39,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.069708,12.65,51.0324,4.2
Low Fat,NCL31,Others,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.120771,7.39,143.447,4.2
Low Fat,NCP50,Others,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,17.35,79.2618,4.2
Low Fat,FDF33,Seafood,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.021623,7.97,107.6596,4.2
